Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.17467632415227,1.11635117711595,1.10398449399822,1.05052497936747,1.11675926755978,1.06005139175727,1.0178941859896,1.19217535106198,1.3026831478012,..,..,..
Costa Rica,CRI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.02,38.06,37.8,37.62,38.33,36.81,36.2,35.7,35.76,..,..,..
Costa Rica,CRI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,13959.6,13914.72,14411.23,14455.99,14317.07,15233.7,15480.05,15757.88,15745.71,..,..,..
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.58771741262576,1.57212156501519,1.62334199791925,1.61672881546266,1.53984215693524,1.63398686202089,1.65305590365094,1.66069068512641,1.62022778104258,..,..,..
Cote d'Ivoire,CIV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.11,74.9,72.16,71.91,64.51,64.04,62.54,62.99,62.46,..,..,..
Cote d'Ivoire,CIV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,18882.19,20485.81,21980.64,21882.1,22650.12,23966.51,24350.12,24091.31,24857.53,..,..,..
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.28374179853428,0.365172194338829,0.386857284358351,0.399942510628685,0.415553147784264,0.396202600337942,0.425136558186376,0.399890358464121,0.414317960408606,..,..,..
Croatia,HRV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.16,29.4,32.82,33.6,33.09,31.83,29.79,32.83,31.6,..,..,..
Croatia,HRV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,25871.76,23893.47,22802.64,21997.32,22608.68,22670.63,23318.47,22212.91,22257.68,..,..,..
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.44598939126136,4.07938216656926,3.99714358826503,3.83079514409838,3.94953949039919,4.04297771940008,4.22057683649365,4.02006632837905,4.06451947763153,..,..,..
Cuba,CUB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,19.2,19.38,18.24,23.16,21.15,19.2,22,24.11,21.54,..,..,..
Cuba,CUB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,43771.1,44826.94,45178.43,43211.49,45171.67,43139.05,41794.54,42275.15,41237.37,..,..,..
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.44154421168434,2.53693202667895,2.54997116568281,2.35515696840088,2.57607346241508,2.39588884229712,2.31485201878373,2.35788529978697,2.28961683784588,..,..,..
Curacao,CUW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.47,0.71,1.39,1.66,1.6,1.74,2.22,3.02,2.68,..,..,..
Curacao,CUW,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.66,8.69,9.83,9.59,10.51,10.36,11.03,12.11,12.05,..,..,..
Cyprus,CYP,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,8960.972,8444.283,7739.793,8137.045,8213.804,8598.437,8737.908,8557.982,8540.523,..,..,..
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.66727215248462,6.13787832149935,5.50803449623297,5.78745024405371,5.77109022303079,6.02664204541186,6.09107149801866,5.9061510578579,5.85366965160526,..,..,..
Czechia,CZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.16,12.8,13.95,14.85,14.84,14.77,14.46,14.72,15.85,..,..,..
Czechia,CZE,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,129986.5,127305.8,121545.9,118143.8,120462.2,122982.2,122585.6,121214.8,116590.9,..,..,..
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.4012847453261,10.091862786652,9.62032368955264,9.26431214096789,9.40074391770423,9.62774972431303,9.61181706854106,9.49203983319548,9.02233629157776,..,..,..
Denmark,DNK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,23.83,26.93,27.05,30.18,32.89,32.17,35.2,34.67,37.52,..,..,..
Denmark,DNK,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,57738.72,52649.86,54075.94,49889.77,47880.15,49422.56,47111.27,46575.48,43200.04,..,..,..
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.73670998238601,6.83458962881994,7.11684487007145,6.34708224985492,5.92865325716642,6.16648713951268,5.7471491661723,5.71855049229879,5.10733483053002,..,..,..
Djibouti,DJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.93,32.48,34.04,30.82,28.18,24.91,24.13,27.84,27.92,..,..,..
Djibouti,DJI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1376.798,1408.744,1481.727,1332.491,1400.833,1356.475,1362.306,1355.53,1379.019,..,..,..
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.507252796988934,0.519544753886893,0.579149228250389,0.409235992384896,0.461958601115617,0.407471798495203,0.400794821929318,0.38149901910522,0.391082259304987,..,..,..
Dominica,DMA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.8,11.33,11.57,9.97,8.8,10.88,9.84,8.3,8.05,..,..,..
Dominica,DMA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,244.23,312.963,237.86,245.134,247.817,248.45,232.064,231.859,234.591,..,..,..
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.60684879695092,3.59423992567646,2.4934974353013,2.59762725058021,2.5883125973117,2.61006064930432,2.35785406871866,2.33963542916849,2.34921879375035,..,..,..
Dominican Republic,DOM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,16.75,16.48,16.55,17.28,14.88,15.31,16.87,15.95,13.98,..,..,..
Dominican Republic,DOM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,33166.72,33969.18,33736.59,34091.51,36494.28,37772.53,37024.16,39201.56,41315.43,..,..,..
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.11171803128455,2.16147493311157,2.09580517022116,2.08621475250958,2.26704601804065,2.33609927132434,2.21196208145507,2.3508362012055,2.50262776236684,..,..,..
Ecuador,ECU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.15,13.2,11.85,12.18,13.07,14.75,17.05,16.33,17.73,..,..,..
Ecuador,ECU,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,70989.68,70845.77,73929.24,75576.25,74092.07,72796.68,71504.86,72672.14,72528.4,..,..,..
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.43451648434727,2.39507751382518,2.52502879700546,2.61944577745799,2.56387078657305,2.42150273258114,2.30889556795543,2.35891947141435,2.26556094590901,..,..,..
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.53,5.5,5.49,5.59,5.45,5.31,5.1,5.23,5.3,..,..,..
"Egypt, Arab Rep.",EGY,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,297747.7,308462.3,305402.4,311166.2,317375,325472.7,338426.6,344822.8,351774.9,..,..,..
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.30681026269334,2.35642825496467,2.2902305888471,2.29225204316614,2.31547997842368,2.31731370240308,2.37967247390607,2.38974235441584,2.36101342346942,..,..,..
El Salvador,SLV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,29.52,30.27,27.54,23.95,21.03,20.71,24.99,23.21,19.39,..,..,..
El Salvador,SLV,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,12098.15,12254.75,11477.78,11777.42,12222.44,12249.63,11481.3,11825.42,12823.11,..,..,..
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.10449967893304,1.09905573330516,1.04367501384658,1.0616269261132,1.12364401211606,1.14736237523018,1.01867759094407,1.08509064674933,1.24164499411406,..,..,..
Equatorial Guinea,GNQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.58,4.42,3.68,4.2,4.56,3.95,3.54,4.91,6.58,..,..,..
Equatorial Guinea,GNQ,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,15908.98,15637.19,14720.14,16293.56,14268.23,13850.53,12421.55,12959.78,11406.76,..,..,..
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.73004085312794,8.22646099816024,7.3829064240185,6.10531484739994,4.87574732381421,4.75728897933917,3.99491553697747,4.27983391152733,3.44603552665723,..,..,..
Eritrea,ERI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.71,78.14,78.14,77.8,77.56,77.31,75.37,74.03,73.67,..,..,..
Eritrea,ERI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,5682.358,5767.611,5841.934,5888.083,5927.944,6015.008,6092.985,6278.066,6332.812,..,..,..
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.177701499889324,0.19093671639515,0.193343156268704,0.195075863002776,0.194041567589998,0.19597139857611,0.212800782352787,0.247201029554411,0.250170200336228,..,..,..
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.98,24.88,24.43,25.3,28.16,27.24,27.53,28.59,31.29,..,..,..
Estonia,EST,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,20907.32,19663.06,22102.77,20748.59,18362.75,18686.55,19440.78,18029.48,12873.96,..,..,..
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,13.6886139400756,12.7668791619541,14.6559514171884,13.6468511918573,11.8125416696125,12.1527751388899,12.682482859971,11.5919565922856,7.66856231601826,..,..,..
Eswatini,SWZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,72.52,71.41,69.7,71.67,71.68,69.61,65.54,66.07,65.95,..,..,..
Eswatini,SWZ,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2340.451,2389.264,2467.293,2475.256,2461.925,2541.531,2627.444,2677.81,2788.727,..,..,..
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.594641979932529,0.615235675391653,0.671811889094257,0.665266261940819,0.674641249594333,0.738102656924494,0.769678388730144,0.788415998235134,0.823349261678863,..,..,..
Ethiopia,ETH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,93.56,93.3,92.49,91.25,91.56,90.49,90.22,89.42,88.92,..,..,..
Ethiopia,ETH,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,117076.2,122610.6,127196.1,133501.9,136858.6,142829.5,146533.1,148515.7,150963.1,..,..,..
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0821114142097455,0.0897647972584384,0.103837522099078,0.123727319640619,0.125814985660214,0.142142094836336,0.14619685493117,0.155175804992373,0.160876309494148,..,..,..
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5,4.7,4.53,6.54,7.47,6.32,5.97,5.86,5.4,..,..,..
Faroe Islands,FRO,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.15,31.73,32.81,33.17,32.74,27.68,28.55,25.8,26.48,..,..,..
Fiji,FJI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2259.444,2184.031,2296.827,1879.462,2001.406,2137.37,2325.697,2300.599,2380.337,..,..,..
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.22474142818612,1.13073906300251,1.24100528434413,1.40770675870505,1.50812254688181,1.6557251916709,1.80073534932357,1.7710305594366,1.77728057138813,..,..,..
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.14,38.72,38.52,41.25,43.23,42.4,44.48,44.17,45.76,..,..,..
Finland,FIN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,66774.16,61113.72,61883.47,57822.68,54346.07,57028.08,54159.12,55490.25,51478.64,..,..,..
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.2302556366865,9.12603706225985,9.2280857485569,8.45218320494398,7.81369792414716,8.31624752993602,7.80931895529113,8.08287515694336,7.37227538509629,..,..,..
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.66,12.34,13.42,13.2,13.34,14.24,14.12,15.21,15.53,..,..,..
France,FRA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,456715.7,460299.2,461266.6,427768.8,433224.3,433601.6,436177.2,422743.6,414036,..,..,..
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.12875514576557,5.15393017356703,5.12945391939361,4.61606030166425,4.67781943308761,4.7047735552957,4.74952486639623,4.57202878188725,4.45948233425117,..,..,..
French Polynesia,PYF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.89,6.64,6.49,7.45,7.83,8.08,8.07,7.72,7.67,..,..,..
French Polynesia,PYF,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.71,75.49,82.19,81.3,81.95,80.77,90.1,90.13,89.88,..,..,..
Gabon,GAB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,13247.73,12877.94,13103.85,13452.89,13898.54,14302.74,12863.78,12392.69,13169.28,..,..,..
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.25909167842031,3.04995630762697,3.04399687523985,3.03126056572549,3.01505977026567,3.07735669440122,2.49185245407588,2.33680290071405,2.33883319176827,..,..,..
"Gambia, The",GMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,56.24,56.95,59.33,53.17,48.95,48.62,48.02,49.01,49.24,..,..,..
"Gambia, The",GMB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1899.965,1984.118,2051.141,2190.106,2347.819,2238.794,2269.745,2130.867,2337.244,..,..,..
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.226352359008954,0.223676306905242,0.206648033361115,0.23572202890884,0.234784187174037,0.230104703681934,0.227198089016295,0.224261283414236,0.230142258527002,..,..,..
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.53,28.69,33.16,31.34,28.15,27.64,28.03,27.94,25.22,..,..,..
Georgia,GEO,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,14453.16,15341.73,16224.96,16825.49,17145.69,17583.01,17456.88,17142.1,17598.6,..,..,..
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.73616463029767,1.92900055083653,2.10814951738563,2.27702535937113,2.46991095424876,2.5893727842082,2.60884913213612,2.56771076940086,2.7184844956979,..,..,..
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.54,13.64,13.63,14.02,14.55,14.24,15.22,16.12,17.17,..,..,..
Germany,DEU,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,850464.2,863675.4,880052.1,839192.2,843880.5,846936.8,829682.4,800955.1,749708.7,..,..,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.29900290355714,9.45128904680279,9.62422936749002,9.08852776834501,9.08734480366678,9.07297238768971,8.8583445114547,8.53620438680622,7.9116327565745,..,..,..
Ghana,GHA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.09,46.5,46.19,47.69,44.02,45.22,44.43,41.48,41.8,..,..,..
Ghana,GHA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,25950.33,28536.84,30602.02,30140.48,31605.39,32092,34203.9,35832.27,37651.57,..,..,..
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.448302924897831,0.544120387976184,0.567958616846712,0.53515067442398,0.546508030099056,0.54373808105033,0.56295587669778,0.604946946193958,0.635759648172769,..,..,..
Gibraltar,GIB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0,0,..,..,..
Gibraltar,GIB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.38,14.17,16.61,16.41,17.47,16.41,16.38,17.86,18.51,..,..,..
Greece,GRC,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,105914.5,100931.9,93271.11,90187.28,88451.58,87158.64,86770.42,84063.15,78502.91,..,..,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.61350463430599,7.25081215401234,6.61037895212413,6.38505903145612,6.28508782508784,6.20348737018687,6.21083158316487,6.05813051890443,5.59589060644222,..,..,..
Greenland,GRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.87,9.76,10.8,12.15,12.72,12.05,11.05,13.49,12.6,..,..,..
Greenland,GRL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.27,11.38,10.92,11.26,11.07,11.4,11.48,10.69,10.37,..,..,..
Grenada,GRD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2285.179,2402.194,2317.025,2263.995,2293.606,2308.93,2329.609,2372.895,2387.209,..,..,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.66885953462469,3.56391055283318,2.71495147291462,2.1522056081104,2.29450327786183,2.31648967207375,2.38337426915093,2.6354667673468,2.64821876731528,..,..,..
Guam,GUM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,1.26,3.03,2.96,3.04,3.02,..,..,..
Guam,GUM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,67.19,67.45,67.29,66.36,63.4,63.34,65.09,64.12,62.92,..,..,..
Guatemala,GTM,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,24915.59,25622.22,26728.21,27934.31,30788.32,32340.52,31774.07,33757.11,35095.24,..,..,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.808207683564697,0.821624114071074,0.86443874131455,0.911199010918107,1.04932615997552,1.10504438739955,1.03023368945843,1.120576009592,1.16315163563343,..,..,..
Guinea,GIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,74.75,76.36,78.53,78.57,76.23,75.29,71.96,69.88,65.44,..,..,..
Guinea,GIN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,20515.97,21769.86,21840.22,22355.96,22848.4,25739.56,26301.31,26617.96,28331,..,..,..
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.249161451225109,0.230305953678166,0.196907763877117,0.197937682232947,0.21848446903225,0.236635952521942,0.272899075378229,0.298888144069103,0.307092838157974,..,..,..
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,87.87,87.81,87.71,87.28,87.15,86.73,86.8,86.59,86.24,..,..,..
Guinea-Bissau,GNB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2110.007,2287.485,2249.133,2246.454,2377.487,2391.738,2436.227,2539.441,2579.344,..,..,..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.151396784496373,0.149753406058024,0.146900049653866,0.152353942990026,0.158699192081922,0.167288798573167,0.164004540845802,0.163640188991431,0.167879837012429,..,..,..
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.57,28.41,26.27,24.02,24.95,21.41,22.18,16.81,11.35,..,..,..
Guyana,GUY,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,4084.715,4344.287,4507.129,4718.862,4846.081,4873.461,4975.085,5178.206,5680.19,..,..,..
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.46106714322185,2.6893702131549,2.64322603087956,2.74710130938671,2.7547610627908,3.26523837188623,3.24113136945596,3.29351227349226,3.56330430057853,..,..,..
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.01,82.19,80.39,77.77,76.12,76.13,76.17,76.25,76.4,..,..,..
Haiti,HTI,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9254.391,9014.772,9307.168,9726.114,10087.16,10368.92,10388.07,10397.23,10495.47,..,..,..
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.270992108746441,0.238940563023005,0.258338055000553,0.290138810726091,0.310537245413729,0.314036533462437,0.30618371925255,0.298729952296593,0.297241022260954,..,..,..
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.92,52.27,51.07,53.63,52.68,52.77,45.92,49.76,45.96,..,..,..
Honduras,HND,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,19419.08,19885.01,20409.44,20680.67,21233.4,21153.89,20928.61,22162.89,22388.7,..,..,..
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.02222045939323,1.0506954498146,1.04582733163428,1.03692590782097,1.06839471278998,1.00047585837897,0.962298955358362,1.02613641585442,1.02618490587598,..,..,..
"Hong Kong SAR, China",HKG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.48,0.17,0.26,0.23,0.2,0.16,0.2,0.23,0.23,..,..,..
"Hong Kong SAR, China",HKG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.74,16.47,17.18,15.72,15.6,15.34,14.54,13.58,13.64,..,..,..
Hungary,HUN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,61493.19,57614.53,55255.02,55545.83,58481.3,58875.59,60908.39,61005.79,60586.46,..,..,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.7040297031798,4.37758218903705,4.12031356861289,4.11750182537459,4.40759693053804,4.50869128796621,4.74411128931179,4.74612001926436,4.74686630762979,..,..,..
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,77.19,77.82,76.73,76.99,77.33,80.25,80.08,80.71,81.07,..,..,..
Iceland,ISL,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3039.416,3028.591,3195.981,3256.594,3306.44,2836.462,2893.43,2910.89,2851.035,..,..,..
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.91933269386297,5.79921176367877,6.27555874031702,6.25408539155614,6.21948823360488,4.86139059560755,4.87041351193943,4.807765911301,4.53818056761232,..,..,..
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.01,34.75,34.85,33.85,33.4,33.02,32.41,32.82,32.93,..,..,..
India,IND,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2645627,2795864,2863836,3044960,3064543,3106343,3242172,3388915,3394872,..,..,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.39687849773199,1.4982049074537,1.52767486496848,1.64246604233999,1.63132409191962,1.63991439228372,1.71349313416803,1.7910307369265,1.77592336065614,..,..,..
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.92,28.78,29.7,28.32,26.69,28.24,26.15,21.05,19.09,..,..,..
Indonesia,IDN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,829889.6,834256.5,799100.3,844296.7,849513.1,847582.3,893588.3,958076.1,1002369,..,..,..
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.92357338260921,1.92431026290401,1.76859293823584,1.88858584620075,1.88561613854725,1.84268728138596,1.95586330938026,2.16047598241164,2.29925841210138,..,..,..
"Iran, Islamic Rep.",IRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.92,0.93,0.99,0.93,0.91,1.04,0.98,1,0.98,..,..,..
"Iran, Islamic Rep.",IRN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,793622.6,793952.4,815308.5,844128.2,844142.3,880988.8,912706.3,925524.8,893723.9,..,..,..
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.23115426042301,7.23081887771825,7.43956251862121,7.57053704429792,7.32576401800294,7.28891335871383,7.41284582715481,7.44507300967061,7.27800159239035,..,..,..
